bootstrap_id,n_faded,coverage,mean_reverse_profit_per_lot,total_reverse_profit_per_total_lot
0,2879,0.13302837076055818,41.12281585974249,27.740696402402527
1,2733,0.12888469700542324,34.74837555419334,5.226209761163033
2,2794,0.1329400009516106,30.00014930681064,15.039769119769122
3,2765,0.13227766349327846,30.174217974109474,14.692490445201939
4,2847,0.1336243311743171,-1.4693725619591853,-1.5066158016263416
5,2916,0.13247319643830638,44.17301834729819,5.223125705170602
6,2838,0.1350913937547601,21.043275905189848,5.435407840563278
7,2864,0.13088981307984096,15.286599155490876,4.627765946658554
8,2831,0.13092540350552653,23.090072010950102,-16.079387385185633
9,2701,0.12674800563115907,50.85310805955447,10.536188140602407
10,2752,0.12951807228915663,29.744146248615724,16.279443630435225
11,2973,0.13759429814411997,35.600269402525,7.007213775985107
12,2757,0.13259907656791073,43.96671421561008,14.066647378536441
13,2907,0.13666494287997744,27.9903303456876,16.551268994987925
14,2771,0.12944968700364384,34.06449081212705,11.327850392117433
15,2841,0.1374455732946299,-3.075281705271146,-1.6297498336928242
16,2867,0.14002442002442003,12.125579830393225,-1.7647488881216844
17,2797,0.13004463455458434,23.267067398567537,3.498867053928234
18,2961,0.13500820718584716,4.825227499123439,-12.883768767902799
19,2968,0.1351671372620457,10.096974261402677,4.385427261038936
20,2766,0.12861527015716545,-0.15223853339841367,-7.335703145571283
21,2849,0.13298791018998274,20.070488417241666,9.19209368659984
22,2824,0.12643832549809716,41.03215649724565,6.047778239202659
23,2742,0.12951679183789144,13.830416912692623,-6.472014604810995
24,2890,0.1324655085483797,34.457668673005536,11.385404323925332
25,2925,0.1338060384263495,34.30260023781592,0.038812646131952934
26,2735,0.13329109605731274,10.718125178163893,-0.30712626712105706
27,2804,0.13493743984600579,-4.148130479442891,-9.614723849634089
28,2687,0.12855229164673238,34.49996313126417,-0.22799864084267588
29,2978,0.13702033679948467,24.87996405636354,-6.460415899532937
30,2731,0.12944968478930655,2.798288395837238,-17.404774215787658
31,2900,0.13289950048118784,30.095357466288505,12.54642149602816
32,2836,0.1290909918521553,-9.396409490838263,-8.513076092052426
33,2894,0.13544884395768977,14.052367589409746,3.870834087572156
34,2853,0.1327161929571568,35.91586251936967,8.797940456769984
35,2779,0.13103545831761598,2.1129306466499296,-6.993861143015565
36,2921,0.1300650102413394,53.79568998887927,22.92247717930408
37,2739,0.12830842741368811,41.66502057027797,15.07092632222562
38,2980,0.1394674030046333,38.435486162738435,4.335491026783281
39,2835,0.13089851325145443,29.38697666870714,12.073423167464888
40,2761,0.12735827298307117,48.17753548314939,3.6986792726669564
41,2877,0.13230627730512762,-14.706640293808299,-19.7654833836858
42,2781,0.13173227227511725,4.622444015362349,8.054543187815568
43,2658,0.1242752945576959,67.99758951440667,30.575191590937642
44,2921,0.13568376068376067,27.798592567233445,9.061262831687001
45,2903,0.1326115755333242,25.950282011154126,9.267840976185786
46,2901,0.13257471894707978,2.6688114185224716,-8.478464860620335
47,2841,0.1330803822372119,20.94919852723443,3.524521095426534
48,2892,0.1367505201437488,60.071570573407286,34.369155617585484
49,2932,0.13794401317337096,26.26266277770772,-3.631964865380943
50,2853,0.12812107059457517,33.55111778091305,32.68302278673137
51,2821,0.13131313131313133,49.508596623099194,26.41506575241351
52,2918,0.13928400954653938,32.60278106631774,7.518390006939624
53,2834,0.1363024240092343,39.99790838471356,20.11063510111265
54,2771,0.14004144135038157,43.482259723656966,14.147113053926953
55,2761,0.13363341561395867,38.08048843586693,16.90661196411181
56,2741,0.12757737956713985,8.673500994264135,-7.123388734612677
57,2739,0.13076482383271268,11.182735900737319,27.68551455989411
58,2628,0.12690747537183697,35.44234857819333,34.659944536882975
59,2712,0.12762352941176472,26.770113876425693,-0.828093250890342
60,2829,0.13524237498804856,1.9552491476576068,-4.487885550330748
61,2707,0.13022562178284505,21.544801725192432,-6.5577128454867815
62,2735,0.1288089294965384,5.698112199064991,-2.43749744177479
63,2858,0.135270730783794,18.73855519814644,7.494323088913694
64,2816,0.13354832590344304,29.77522554433275,12.27671910392552
65,2590,0.12040351448096323,33.3122817775759,14.753825480081492
66,2688,0.12679843388839096,22.50778672580143,-9.595294666723237
67,2673,0.1332967635765222,40.8051153910532,6.753237942518809
