experiment_name,experiment_description,model_name,quantile,threshold,n_faded,coverage,mean_reverse_profit_per_lot,total_reverse_profit_per_total_lot,n_campaigns,positive_campaigns,positive_campaign_share,median_campaign_profit_per_lot
exp11b,reduced_regression_target_clipping,catboost,0.9,59.147504833938626,1278,0.10007047216349542,51.42349017701131,48.414721123307515,10,8,0.8,77.1724769807783
