experiment_name,experiment_description,model_name,quantile,threshold,n_faded,coverage,mean_reverse_profit_per_lot,total_reverse_profit_per_total_lot,n_campaigns,positive_campaigns,positive_campaign_share,median_campaign_profit_per_lot
exp7,two_stage_ev_full_development_data,catboost,0.9,70.07745903392367,1278,0.10007047216349542,19.344909863219723,43.936340663476535,10,8,0.8,59.24017018942984
