bootstrap_id,n_faded,coverage,mean_reverse_profit_per_lot,total_reverse_profit_per_total_lot
0,2253,0.1041031327973385,10.99536599909436,0.48598270205786076
1,2195,0.10351332232963924,20.51722026644578,-2.503803494307025
2,2151,0.10234572013132226,12.369925495239299,0.23998015873015643
3,2100,0.10046404822274314,14.286360544217688,8.317607120900274
4,2270,0.10654275790857036,-8.961135521355786,-15.061384142829713
5,2289,0.10398873341813557,18.57759092516629,-7.296957816016836
6,2170,0.10329398324447829,-27.03477028347996,-22.123609030601326
7,2287,0.1045199031122892,-11.547810606533826,-20.81591066653461
8,2105,0.09735004393469916,2.355975225618933,-12.374730362498028
9,2010,0.09432191459408729,24.603662316125003,-14.703693348617431
10,2087,0.09822100903614457,27.874897513709207,5.44822949350067
11,2197,0.10168001110751146,23.982122085672387,0.1707644975309557
12,2125,0.1022027702962678,14.729722875816995,-8.515688877090522
13,2094,0.09844389074326548,0.2620203949716844,-17.06403731976251
14,2140,0.09997197047556759,18.34182172189182,5.8357860133035455
15,2253,0.10899854862119013,-32.047559482978926,-27.782950254681836
16,2227,0.10876678876678876,-33.70966917879805,-21.92464608473071
17,2166,0.10070671378091872,2.1727257071439907,-8.68846793805196
18,2282,0.10404887835126755,-41.88722365131217,-41.25343072685906
19,2321,0.10570179433463886,-16.60387763894873,-11.064947424618742
20,2161,0.10048358597600669,-22.056719405331158,-8.725827503393548
21,2286,0.10670774401344349,2.5273931352015335,9.751536098310293
22,2270,0.10163420640250728,34.415196902950214,12.613444964294507
23,2117,0.09999527655755515,-6.873901747756259,-16.47668060469604
24,2317,0.1062015859192373,7.323435476909796,-3.8268015771222257
25,2266,0.10365965233302836,16.77686154191009,-2.2763462428637538
26,2036,0.09922510843608363,-42.93932196650762,-33.60091085434764
27,2171,0.10447545717035611,-25.097613530847067,-20.872158229766594
28,2155,0.10310018180078462,20.311929068611207,-2.202533974712823
29,2279,0.10485874666421276,12.403076398030324,-7.508238214607314
30,2097,0.09939801867564109,-18.61434434267052,-25.130113464655622
31,2265,0.10379909261720362,18.460629728378077,-7.846679528602312
32,2255,0.10264463562292321,-13.626871790441633,-5.377209729006029
33,2234,0.10455864457549377,6.66605358483157,-0.5891591697240784
34,2278,0.10596827464297344,19.466000212839546,7.002028100183261
35,2072,0.0976989815164089,-18.248539866397007,-19.894403905716835
36,2291,0.10201264582776738,19.773383425827777,2.035868983306566
37,2117,0.0991708436782686,17.628140709340517,-6.858609939482853
38,2272,0.10633219450554593,35.966141673271956,2.1805834049460517
39,2279,0.10522670606704221,-1.5021604498568055,-2.8575947814998246
40,2116,0.09760597813552285,39.186034255599466,-3.75200378419573
41,2191,0.10075879512531616,-29.490298235665644,-23.730676691729325
42,2146,0.10165316659561366,-9.65798495539875,-2.9148421723881346
43,2125,0.09935477838040023,25.229696765979117,-7.393428275916937
44,2271,0.10549052396878483,-7.55375018347277,-3.8580909623267594
45,2127,0.09716321776072359,2.1682913492504494,2.573643410852712
46,2180,0.09962526277305547,-15.76233316123224,-27.60377310453688
47,2241,0.10497470489038786,2.0761076050232674,-6.491650890733456
48,2213,0.10464346510308303,27.986063983714235,6.385340825800143
49,2217,0.10430486944248413,6.637047060592396,-13.556737841891032
50,2220,0.09969462906412789,4.254450164450164,10.627261791388905
51,2118,0.0985895824605502,0.835670443814921,-11.029579299598966
52,2189,0.10448687350835323,19.36240114385386,3.0310154441136814
53,2282,0.10975375144286265,6.161532977199063,-8.498744089834512
54,2104,0.10633244049123161,0.9910243458484919,-15.747925710203857
55,2093,0.1013019698949712,38.05824706694272,11.963682543007517
56,2223,0.10346753548987665,-25.755165659551622,-34.77551825285317
57,2070,0.09882555141793183,-29.168523119392674,7.689432989690726
58,2069,0.09991307707166312,30.38463716080923,26.44589502018843
59,2044,0.09618823529411764,19.307712468549063,-6.518534863195057
60,2181,0.1042642700066928,-16.40585464258091,-31.095338345864658
61,2148,0.10333381440323279,-10.559061921422257,-26.774676896143355
62,2027,0.09546460697970141,0.09854279634743296,1.3827090427544446
63,2263,0.10710904960242333,1.9097928020818031,3.0401342935492948
64,2199,0.10428720478042303,12.974837079953042,-5.361293416801294
65,2057,0.09562549393333643,1.0375149508839328,0.5024282676607259
66,2080,0.0981178357469692,10.219378434065936,-1.234354793365195
67,2119,0.1056699745673964,22.38596229945923,-9.85697070121262
68,2116,0.10145761411584196,17.46776149968494,1.0865352316477606
69,2233,0.10370611183355007,22.051194918928907,4.980371287128712
70,2170,0.10060735314571839,-19.180636749323384,-11.10386792952008
71,2076,0.10134244569196973,23.354314616019817,-8.748593304385807
72,2261,0.10651026945543622,11.858626321341935,-10.753633217993075
73,2367,0.10935045735932736,16.078544665680283,-9.9765751406699
74,2185,0.09917392883079157,12.093571676226135,2.194222689075627
75,2237,0.10683413725583839,7.498751935989305,-11.467364287134618
76,2115,0.10095465393794749,-31.15685722472956,-43.80818080448203
77,2221,0.1037026661063641,9.645501844196122,-7.794808900458036
78,2028,0.09721489861463976,9.17506026736796,-6.016267400453216
79,2247,0.1021456496045095,-37.456190264267704,-18.896595828414007
80,2067,0.0967379604062339,-13.574971778745367,-13.626178666812017
81,2185,0.1049925520157609,14.890572082379864,-11.284539599297368
82,2272,0.10551246923326986,10.88172580305063,-0.2522731765170947
83,1966,0.09510448916408669,-20.140679612576868,-5.848921061323351
84,2087,0.09814710308502633,12.692793289870437,9.229878983247902
85,2088,0.09833286239050579,2.797308125038015,-25.26581759545218
86,2217,0.1061273336524653,-13.971681633657274,-29.00154934152984
87,2304,0.10551383037186297,15.429947259048824,5.29324014941559
88,2230,0.1028408042796532,8.67896657154505,-12.308288672667663
89,2274,0.10484577435566417,-16.82784929328465,-10.339411680023034
90,2154,0.10328458403260608,-15.543889920561227,-3.2056786703601126
91,2233,0.10216406643180674,-6.414308784214739,-7.014998211456898
92,2213,0.10749502112983922,-36.688840049843215,-46.05131117336765
93,2214,0.10174164790221038,-55.55491317876141,-32.292714456450156
94,2179,0.10129701083166752,-5.05354641279377,-24.10986983192858
95,2274,0.10380717611613256,-9.048050425095278,-0.43552732395758675
96,2210,0.10442753862873884,-2.623617363029127,-16.682959474532158
97,2135,0.09806173066323719,15.230994082680265,-5.8440611567549885
98,2215,0.10455510974746282,4.098069472539001,-29.062960382241684
99,2217,0.10527565411463033,11.32939342519857,2.9628179043743645
100,2275,0.10482904801400793,1.6815635792778663,-17.575766739749497
101,2374,0.10740137531668477,21.158537596448298,12.04008265433113
102,2246,0.10476234899015813,6.498251276278884,-16.23382640380299
103,2121,0.10090390104662227,-14.658598410861497,-6.037952816810622
