experiment_name,experiment_description,model_name,quantile,threshold,n_faded,coverage,mean_reverse_profit_per_lot,total_reverse_profit_per_total_lot,n_campaigns,positive_campaigns,positive_campaign_share,median_campaign_profit_per_lot
exp10b,reduced_feature_regression,lightgbm,0.9,85.10203703147447,1279,0.10014877456737922,24.763259987341307,40.15298507462687,10,8,0.8,59.72362751652922
