metric,bootstrap_mean,bootstrap_median,ci_lower,ci_upper,positive_bootstrap_share
mean_reverse_profit_per_lot,1.859477128999407,2.072258647195163,-24.533512366736094,28.974858813387005,0.572
total_reverse_profit_per_total_lot,-11.883185339299722,-11.965508023560233,-28.657788533408127,5.998758414048683,0.083
