metric,bootstrap_mean,bootstrap_median,ci_lower,ci_upper,positive_bootstrap_share
mean_reverse_profit_per_lot,3.6539241197510877,4.336977278333148,-34.08884204772129,38.41274855346197,0.594
total_reverse_profit_per_total_lot,-6.163117184232608,-5.763402893075632,-31.05499496821428,18.81676189958164,0.31
