bootstrap_id,n_faded,coverage,mean_reverse_profit_per_lot,total_reverse_profit_per_total_lot
0,2232,0.10313279733850846,21.66739314548454,-0.5215371518910391
1,2272,0.10714454138174959,25.43864265136272,-3.006741469270906
2,2128,0.10125136794023885,17.265103708947695,9.016838144231684
3,2141,0.1024254891642348,8.060429409191666,-2.915461177827361
4,2206,0.10353890922744767,-0.36365101605355504,-2.151361170434741
5,2330,0.10585135380701435,23.118995534746606,5.212067292138464
6,2185,0.1040079969535415,18.724172420511096,-0.46913518762916856
7,2164,0.09889858781591335,10.513178123991432,-10.811812506193634
8,2242,0.10368589002451094,8.058414783749305,-24.477510373443984
9,2012,0.09441576724542468,57.91593146747222,13.245050419724405
10,2128,0.10015060240963855,25.273890828261127,8.086153694240785
11,2218,0.1026519183597908,13.945223782329284,6.452379184915748
12,2187,0.10518468641785302,10.683602964124226,-6.746026581232951
13,2087,0.0981148041935029,6.75476422103159,-4.813390828341251
14,2170,0.1013734466971877,-19.729572419388084,-5.575451829357886
15,2189,0.10590227382680213,-35.24656141787252,-16.231857498900453
16,2200,0.10744810744810745,-5.2023567493112965,-21.958603302659778
17,2256,0.10489120327320067,9.66374785084892,-9.619238666131734
18,2279,0.1039120919204815,-13.282546267539685,-17.605875844003346
19,2306,0.10501867201020129,0.4173130136703427,5.226551724137931
20,2198,0.1022040360829536,1.0069334315467164,-0.09004105795856288
21,2264,0.10568081034402278,-5.855840522845825,-19.410906279446234
22,2203,0.09863443026639802,12.45313323887995,-9.825199667430908
23,2172,0.10259316990222474,-3.6542868835686515,-1.8845164868407762
24,2317,0.1062015859192373,17.297792712251063,4.0478127950366405
25,2272,0.1039341262580055,19.443485915492964,-2.254892427373287
26,2085,0.10161313904186364,-2.146754215675079,-18.875776727388605
27,2138,0.10288739172281039,-14.67257298361134,-18.704633743811097
28,2131,0.10195196631901253,31.1395335672201,5.715087736965331
29,2254,0.10370847520014724,17.109085787524123,-6.59725646979962
30,2161,0.10243162534957577,-30.5786257497965,-26.04741809828206
31,2241,0.10269923468218689,-1.889249349490314,-7.767959399070313
32,2102,0.09568027675360735,-9.14665768738081,-1.2971832797427676
33,2182,0.1021248712908359,16.57410460503953,15.39904268828758
34,2251,0.10471228543517701,15.613105671168753,9.720351906158351
35,2094,0.09873632591474915,-15.104891526811299,-16.870671326278746
36,2273,0.10121114970166534,32.02859168010949,17.1203405909438
37,2054,0.096219609312784,23.801487260980934,-0.35513415892673056
38,2276,0.10651939907333739,21.524819054212724,-12.244878267698867
39,2270,0.1048111552313233,-8.067898684770933,-6.10461210974456
40,2128,0.09815950920245399,26.946819836387505,-5.029168889905229
41,2185,0.1004828696252012,-18.31343602748637,-10.983584330056656
42,2201,0.10425844346549193,-19.50776919582008,-20.751785167805775
43,2093,0.09785861230596596,22.931482527134698,5.273024050600623
44,2275,0.10567632850241546,10.167438339438341,-1.4560512521840399
45,2293,0.10474624274816134,19.445880208854476,12.80705607797378
46,2221,0.10149894890777808,-27.06000754960683,-27.200090700782887
47,2146,0.10052463931047405,16.60596976286631,7.194105099864266
48,2123,0.10038774352184604,14.593209329007726,0.9753171743101113
49,2296,0.1080216419665961,-23.315829461866045,-20.770803516663257
50,2258,0.10140111370576613,-33.23982594514038,4.12938087535457
51,2145,0.09984639016897082,30.121992821992823,21.849750975244735
52,2170,0.1035799522673031,8.115905599776568,1.4371398445354475
53,2269,0.10912851096575606,11.973732921992065,-9.852841300372821
54,2182,0.11027442260069743,7.870108311079901,-10.983140760119177
55,2095,0.10139877063065679,15.416457173163614,6.935600245624807
56,2240,0.10425878519897604,-33.947261518243664,-24.267190247333257
57,2080,0.09930296954072376,-6.895885225885228,17.106676802229824
58,2060,0.09947846242997875,4.535053937432578,7.34738961072913
59,2042,0.09609411764705883,-0.40454347589509143,-12.072406672825082
60,2134,0.10201740128119323,-7.459992007367823,-9.280142877970551
61,2214,0.10650887573964497,5.735769164088947,-17.08835101943484
62,2237,0.10535487213300052,-5.503140092411437,3.71119601713558
63,2199,0.1040798939795532,11.573690061138901,12.743106709137967
64,2089,0.09907047329981979,11.137997633450004,5.32901147055033
65,2218,0.10311003672539631,22.090891264831754,1.6291808953548221
66,2136,0.10075946978631067,5.318778610070744,1.0843714176538022
67,2146,0.10701640652271481,18.02785772785773,-3.8399852271328334
68,2130,0.1021288837744534,15.308558014755198,-11.742165314401625
69,2125,0.09869032138212892,39.85207843137255,14.380202503969391
70,2219,0.10287913208771848,29.44620199288969,9.779844544387952
71,2165,0.1056870881132536,18.04922247882987,-10.375009225773123
72,2160,0.10175240248728094,-12.511621773288438,-26.727023249904715
73,2287,0.10565462441097663,26.03394277587544,4.995932717496206
74,2195,0.0996278140885984,-9.075739168449873,-2.4593192620227957
75,2160,0.10315678876737189,26.898175404842068,0.5606645204099194
