metric,bootstrap_mean,bootstrap_median,ci_lower,ci_upper,positive_bootstrap_share
mean_reverse_profit_per_lot,23.93194478718401,24.60966331812275,-8.324839966426897,53.43636823880067,0.92
total_reverse_profit_per_total_lot,9.814394642900231,9.855548986950811,-14.115546524560525,32.03489285878414,0.807
