experiment_name,experiment_description,model_name,quantile,threshold,n_faded,coverage,mean_reverse_profit_per_lot,total_reverse_profit_per_total_lot,n_campaigns,positive_campaigns,positive_campaign_share,median_campaign_profit_per_lot
exp4,regression_without_sl_tp,random_forest,0.9,31.344244044129287,1278,0.10007047216349542,12.281239287577323,28.049310911619674,10,7,0.7,45.49205056891728
