accountId,instrument,lotSize,closeTradeId,positionId,closeOrderId,openOrderId,durationSec,openDateTime,closeDateTime,profit,reverseProfit,netProfit,commission,swap,amount,openPrice,closePrice,slPrice,tpPrice,side,currency,openTradeCrossPrice,closeTradeCrossPrice,userGroupId
D#1702356,XAUUSD,100,288230376151824297,288230376151767570,288230376152234730,288230376152234597,134,2026-05-19T01:00:17.000Z,2026-05-19T01:02:31.000Z,-58.96,58.4,-61.76,-2.8,0,0.08,4558.8,4566.39,4566.31,4551.61,SELL,USD,1,1,1583663
D#1702356,XAUUSD,100,288230376151824917,288230376151767706,288230376152238783,288230376152235703,441,2026-05-19T01:02:34.000Z,2026-05-19T01:09:55.000Z,-38.17,37.4,-42.03,-3.86,0,0.11,4567.3,4563.61,4560.54,4576.97,BUY,USD,1,1,1583663
D#1702404,XAUUSD,100,288230376151824990,288230376151768053,288230376152239100,288230376152239047,31,2026-05-19T01:10:36.000Z,2026-05-19T01:11:07.000Z,-54.28,52.67,-62.34,-8.06,0,0.23,4563.86,4566.44,4565.75,4558.74,SELL,USD,1,1,1583663
D#1702404,XAUUSD,100,288230376151825045,288230376151768070,288230376152239306,288230376152239250,41,2026-05-19T01:11:11.000Z,2026-05-19T01:11:52.000Z,-41.63,40.02,-49.69,-8.06,0,0.23,4563.7,4565.73,4565.53,4557.69,SELL,USD,1,1,1583663
D#1702404,XAUUSD,100,288230376151825053,288230376151768101,288230376152239596,288230376152239568,6,2026-05-19T01:12:01.000Z,2026-05-19T01:12:07.000Z,-43.7,42.09,-51.76,-8.06,0,0.23,4564.38,4566.5,,,SELL,USD,1,1,1583663
D#1702404,XAUUSD,100,288230376151825164,288230376151768103,288230376152240283,288230376152239614,105,2026-05-19T01:12:10.000Z,2026-05-19T01:13:55.000Z,15.64,-17.25,7.58,-8.06,0,0.23,4566.48,4566.94,4566.51,4574.36,BUY,USD,1,1,1583663
D#1702404,XAUUSD,100,288230376151825242,288230376151768162,288230376152240396,288230376152240294,85,2026-05-19T01:13:59.000Z,2026-05-19T01:15:24.000Z,-23.92,22.310000000000002,-31.98,-8.06,0,0.23,4567.33,4568.59,4568.43,4558.78,SELL,USD,1,1,1583663
D#1702372,XAUUSD,100,288230376151825244,288230376151767767,288230376152240799,288230376152236247,700,2026-05-19T01:03:47.000Z,2026-05-19T01:15:27.000Z,105,-106.4,98.0,-7,0,0.2,4562.77,4567.8,,,BUY,USD,1,1,1583663
D#1702404,XAUUSD,100,288230376151825258,288230376151768200,288230376152240886,288230376152240800,14,2026-05-19T01:15:27.000Z,2026-05-19T01:15:41.000Z,-17.02,15.41,-25.08,-8.06,0,0.23,4568,4567.04,,,BUY,USD,1,1,1583663
D#1670977,XAUUSD,100,288230376151825608,288230376151767966,288230376152242387,288230376152238239,665,2026-05-19T01:08:35.000Z,2026-05-19T01:19:40.000Z,-199.6,198.2,-206.6,-7,0,0.2,4569.27,4559.07,,,BUY,USD,1,1,1583663
D#1702533,XAUUSD,100,288230376151825692,288230376151768277,288230376152241722,288230376152241615,168,2026-05-19T01:17:43.000Z,2026-05-19T01:20:31.000Z,-5.61,5.54,-5.97,-0.36,0,0.01,4563.23,4557.4,4557.63,4569.35,BUY,USD,1,1,1583663
D#1702535,XAUUSD,100,288230376151825773,288230376151768177,288230376152243125,288230376152240521,415,2026-05-19T01:14:38.000Z,2026-05-19T01:21:33.000Z,-34.44,34.16,-35.84,-1.4,0,0.04,4567.17,4558.34,4556.56,4586.53,BUY,USD,1,1,1583663
D#1702639,XAUUSD,100,288230376151825822,288230376151768047,288230376152239123,288230376152238991,687,2026-05-19T01:10:27.000Z,2026-05-19T01:21:54.000Z,-20.86,20.72,-21.56,-0.7,0,0.02,4565.8,4555.15,4556,,BUY,USD,1,1,1583663
D#1702372,XAUUSD,100,288230376151825820,288230376151768306,288230376152242348,288230376152241863,211,2026-05-19T01:18:23.000Z,2026-05-19T01:21:54.000Z,-118.6,117.19999999999999,-125.6,-7,0,0.2,4561.3,4555.15,4556,4568,BUY,USD,1,1,1583663
D#1702533,XAUUSD,100,288230376151825813,288230376151768426,288230376152242957,288230376152242804,78,2026-05-19T01:20:36.000Z,2026-05-19T01:21:54.000Z,-9.1,8.75,-10.86,-1.76,0,0.05,4558.27,4556.23,4556.61,4563.49,BUY,USD,1,1,1583663
D#1702712,XAUUSD,100,288230376151825931,288230376151767926,288230376152243449,288230376152237902,866,2026-05-19T01:07:44.000Z,2026-05-19T01:22:10.000Z,-207.15,206.1,-212.41,-5.26,0,0.15,4568.81,4554.78,,4576.7,BUY,USD,1,1,1583663
D#1702438,XAUUSD,100,288230376151826092,288230376151768457,288230376152244113,288230376152243126,120,2026-05-19T01:21:33.000Z,2026-05-19T01:23:33.000Z,18,-20.8,4.0,-14,0,0.4,4558.54,4558.77,,,BUY,USD,1,1,1583663
D#1702438,XAUUSD,100,288230376151826108,288230376151768583,288230376152244218,288230376152244193,5,2026-05-19T01:23:45.000Z,2026-05-19T01:23:50.000Z,22.8,-25.6,8.8,-14,0,0.4,4558.81,4558.46,,,SELL,USD,1,1,1583663
D#1702438,XAUUSD,100,288230376151826117,288230376151768587,288230376152244301,288230376152244278,4,2026-05-19T01:23:56.000Z,2026-05-19T01:24:00.000Z,-12.4,9.6,-26.4,-14,0,0.4,4558.86,4558.33,,,BUY,USD,1,1,1583663
D#1702438,XAUUSD,100,288230376151826163,288230376151768602,288230376152244565,288230376152244407,22,2026-05-19T01:24:17.000Z,2026-05-19T01:24:39.000Z,33.2,-36.0,19.2,-14,0,0.4,4556.28,4555.67,,,SELL,USD,1,1,1583663
D#1702438,XAUUSD,100,288230376151826201,288230376151768630,288230376152244833,288230376152244662,31,2026-05-19T01:24:53.000Z,2026-05-19T01:25:24.000Z,56.4,-59.199999999999996,42.4,-14,0,0.4,4556.44,4557.63,,,BUY,USD,1,1,1583663
D#1702438,XAUUSD,100,288230376151826247,288230376151768647,288230376152245208,288230376152244869,69,2026-05-19T01:25:31.000Z,2026-05-19T01:26:40.000Z,33.6,-36.4,19.6,-14,0,0.4,4556.98,4556.36,,,SELL,USD,1,1,1583663
D#1702438,XAUUSD,100,288230376151826263,288230376151768673,288230376152245395,288230376152245243,31,2026-05-19T01:26:49.000Z,2026-05-19T01:27:20.000Z,13.2,-16.0,-0.8,-14,0,0.4,4557.71,4557.82,,,BUY,USD,1,1,1583663
D#1670996,XAUUSD,100,288230376151826360,288230376151768727,288230376152245865,288230376152245848,3,2026-05-19T01:28:48.000Z,2026-05-19T01:28:51.000Z,3.15,-3.64,0.69,-2.46,0,0.07,4556.92,4557.15,,,BUY,USD,1,1,1583663
D#1702438,XAUUSD,100,288230376151826930,288230376151768688,288230376152248514,288230376152245454,518,2026-05-19T01:27:32.000Z,2026-05-19T01:36:10.000Z,-257.6,254.8,-271.6,-14,0,0.4,4557.27,4563.93,,,SELL,USD,1,1,1583663
D#1702535,XAUUSD,100,288230376151827190,288230376151768470,288230376152244137,288230376152243246,1053,2026-05-19T01:21:54.000Z,2026-05-19T01:39:27.000Z,-84.56,84.0,-87.36,-2.8,0,0.08,4556.33,4567.12,4566.84,4542.43,SELL,USD,1,1,1583663
D#1702356,XAUUSD,100,288230376151827214,288230376151768025,288230376152249778,288230376152238843,1773,2026-05-19T01:10:05.000Z,2026-05-19T01:39:38.000Z,-23.5,22.8,-27.0,-3.5,0,0.1,4565.15,4567.72,4569.77,4550.65,SELL,USD,1,1,1583663
D#1702372,XAUUSD,100,288230376151827327,288230376151768504,288230376152244370,288230376152243401,1110,2026-05-19T01:22:05.000Z,2026-05-19T01:40:35.000Z,268.4,-269.79999999999995,261.4,-7,0,0.2,4555.71,4568.91,4550.3,4569,BUY,USD,1,1,1583663
D#1702533,XAUUSD,100,288230376151827425,288230376151768631,288230376152250588,288230376152244666,1009,2026-05-19T01:24:54.000Z,2026-05-19T01:41:43.000Z,113.1,-113.8,109.6,-3.5,0,0.1,4556.53,4567.62,4553.9,4571.06,BUY,USD,1,1,1583663
D#1702641,XAUUSD,100,288230376151827536,288230376151769258,288230376152251043,288230376152250811,69,2026-05-19T01:42:19.000Z,2026-05-19T01:43:28.000Z,-39.8,38.4,-46.8,-7,0,0.2,4568.06,4570.27,4569.97,4564.6,SELL,USD,1,1,1583663
D#1702407,XAUUSD,100,288230376151827558,288230376151769307,288230376152251277,288230376152251254,3,2026-05-19T01:43:32.000Z,2026-05-19T01:43:35.000Z,0.25,-0.32,-0.11,-0.36,0,0.01,4570.06,4570.09,,,BUY,USD,1,1,1583663
D#1589408,XAUUSD,100,288230376151828117,288230376151768380,288230376152251394,288230376152242489,1940,2026-05-19T01:19:54.000Z,2026-05-19T01:52:14.000Z,5.02,-5.09,4.66,-0.36,0,0.01,4559.89,4564.69,4564.86,,BUY,USD,1,1,1583663
D#1702500,XAUUSD,100,288230376151828116,288230376151769485,288230376152253224,288230376152253116,181,2026-05-19T01:49:13.000Z,2026-05-19T01:52:14.000Z,124.8,-126.89999999999999,114.3,-10.5,0,0.3,4568.92,4564.98,4573.51,4565.13,SELL,USD,1,1,1583663
D#1702356,XAUUSD,100,288230376151828282,288230376151769164,288230376152254841,288230376152249832,876,2026-05-19T01:39:44.000Z,2026-05-19T01:54:20.000Z,-76.2,75.36,-80.4,-4.2,0,0.12,4568.26,4561.69,4559.21,4582.14,BUY,USD,1,1,1583663
D#1702737,XAUUSD,100,288230376151828439,288230376151769711,288230376152255709,288230376152255184,103,2026-05-19T01:55:16.000Z,2026-05-19T01:56:59.000Z,-110.4,108.30000000000001,-120.9,-10.5,0,0.3,4567.14,4563.24,,4581.05,BUY,USD,1,1,1583663
D#1702737,XAUUSD,100,288230376151828533,288230376151769764,288230376152256307,288230376152255737,108,2026-05-19T01:57:03.000Z,2026-05-19T01:58:51.000Z,-75.3,73.2,-85.8,-10.5,0,0.3,4563.43,4566.16,,4545.12,SELL,USD,1,1,1583663
D#1702535,XAUUSD,100,288230376151828820,288230376151769168,288230376152257379,288230376152249918,1305,2026-05-19T01:39:55.000Z,2026-05-19T02:01:40.000Z,-75.92,75.36,-78.72,-2.8,0,0.08,4568.6,4558.89,4558.18,4588.17,BUY,USD,1,1,1583663
